unique-id,title,authors,doi,pmid,eissn,issn,advanced_online_year,year,month,journal,number,volume,pages
WOS:000361358700001,Strategies for precision modulation of gene expression by epigenome editing: an overview,"Laufer,Benjamin I.|Singh,Shiva M.",10.1186/s13072-015-0023-7,26388942,,1756-8935,,2015,September,EPIGENETICS \& CHROMATIN,,8,
WOS:000365570500001,"Induction of targeted, heritable mutations in barley and Brassica oleracea using RNA-guided Cas9 nuclease","Lawrenson,Tom|Shorinola,Oluwaseyi|Stacey,Nicola|Li,Chengdao|Ostergaard,Lars|Patron,Nicola|Uauy,Cristobal|Harwood,Wendy",10.1186/s13059-015-0826-7,26616834,,1474-760X,,2015,November,GENOME BIOLOGY,,16,
WOS:000239763400022,Biology of CCR5 and its role in HIV infection and treatment,"Lederman,Michael M.|Penn-Nicholson,Adam|Cho,Michael|Mosier,Donald",10.1001/jama.296.7.815,16905787,1538-3598,0098-7484,,2006,August,JAMA-JOURNAL OF THE AMERICAN MEDICAL ASSOCIATION,7,296,815-826
WOS:000355543400010,"CRISPR, THE DISRUPTOR","Ledford,Heidi",10.1038/522020a,26040877,1476-4687,0028-0836,,2015,June,NATURE,7554,522,20-24
WOS:000383545900017,Titanic clash over CRISPR patents turns ugly,"Ledford,Heidi",10.1038/537460a,27652544,1476-4687,0028-0836,,2016,September,NATURE,7621,537,460-461
WOS:000380344200013,THE UNSUNG HEROES OF CRISPR,"Ledford,Heidi",10.1038/535342a,27443723,1476-4687,0028-0836,,2016,July,NATURE,7612,535,342-344
WOS:000578930600007,PIONEERS OF CRISPR GENE EDITING WIN CHEMISTRY NOBEL,"Ledford,Heidi|Callaway,Ewen",10.1038/d41586-020-02765-9,33028993,1476-4687,0028-0836,,2020,October,NATURE,7829,586,346-347
WOS:000371194300027,The Neisseria meningitidis CRISPR-Cas9 System Enables Specific Genome Editing in Mammalian Cells,"Lee,Ciaran M.|Cradick,Thomas J.|Bao,Gang",10.1038/mt.2016.8,26782639,1525-0024,1525-0016,,2016,March,MOLECULAR THERAPY,3,24,645-654
WOS:000418861200001,Nanoparticle Delivery of Cas9 Ribonucleoprotein and Donor DNA In Vivo Induces Homology-Directed DNA Repair,"Lee,Kunwoo|Conboy,Michael|Park,Hyo Min|Jiang,Fuguo|Kim,Hyun Jin|Dewitt,Mark A.|Mackley,Vanessa A.|Chang,Kevin|Rao,Anirudh|Skinner,Colin|Shobha,Tamanna|Mehdipour,Melod|Liu,Hui|Huang,Wen-chin|Lan,Freeman|Bray,Nicolas L.|Li,Song|Corn,Jacob E.|Kataoka,Kazunori|Doudna,Jennifer A.|Conboy,Irina|Murthy,Niren",10.1038/s41551-017-0137-2,29805845,,2157-846X,,2017,November,Nature Biomedical Engineering,11,1,889-901
WOS:000440776800001,Directed evolution of CRISPR-Cas9 to increase its specificity,"Lee,Jungjoon K.|Jeong,Euihwan|Lee,Joonsun|Jung,Minhee|Shin,Eunji|Kim,Young-hoon|Lee,Kangin|Jung,Inyoung|Kim,Daesik|Kim,Seokjoong|Kim,Jin-Soo",10.1038/s41467-018-05477-x,30082838,,2041-1723,,2018,August,NATURE COMMUNICATIONS,,9,
WOS:000374119600014,Identifying and Visualizing Functional PAM Diversity across CRISPR-Cas Systems,"Leenay,Ryan T.|Maksimchuk,Kenneth R.|Slotkowski,Rebecca A.|Agrawal,Roma N.|Gomaa,Ahmed A.|Briner,Alexandra E.|Barrangou,Rodolphe|Beisel,Chase L.",10.1016/j.molcel.2016.02.031,27041224,1097-4164,1097-2765,,2016,April,MOLECULAR CELL,1,62,137-147
WOS:000311147800040,Efficient targeted gene disruption in Xenopus embryos using engineered transcription activator-like effector nucleases (TALENs),"Lei,Yong|Guo,Xiaogang|Liu,Yun|Cao,Yang|Deng,Yi|Chen,Xiongfeng|Cheng,Christopher H. K.|Dawid,Igor B.|Chen,Yonglong|Zhao,Hui",10.1073/pnas.1215421109,23045671,,0027-8424,,2012,October,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,43,109,17484-17489
WOS:000342930000010,CRISPR-P: A Web Tool for Synthetic Single-Guide RNA Design of CRISPR-System in Plants,"Lei,Yang|Lu,Li|Liu,Hai-Yang|Li,Sen|Xing,Feng|Chen,Ling-Ling",10.1093/mp/ssu044,24719468,1752-9867,1674-2052,,2014,September,MOLECULAR PLANT,9,7,1494-1496
WOS:000405175900001,Targeted DNA methylation in vivo using an engineered dCas9-MQ1 fusion protein,"Lei,Yong|Zhang,Xiaotian|Su,Jianzhong|Jeong,Mira|Gundry,Michael C.|Huang,Yung-Hsin|Zhou,Yubin|Li,Wei|Goodell,Margaret A.",10.1038/ncomms16026,28695892,,2041-1723,,2017,July,NATURE COMMUNICATIONS,,8,
WOS:000416499500017,The CRISPR-Cas app goes viral,"Lemay,Marie-Laurence|Horvath,Philippe|Moineau,Sylvain",10.1016/j.mib.2017.06.001,28623719,1879-0364,1369-5274,,2017,June,CURRENT OPINION IN MICROBIOLOGY,,37,103-109
WOS:000371665100045,MIMIVIRE is a defence system in mimivirus that confers resistance to virophage,"Levasseur,Anthony|Bekliz,Meriem|Chabriere,Eric|Pontarotti,Pierre|Scola,Bernard|Raoult,Didier",10.1038/nature17146,26934229,1476-4687,0028-0836,,2016,March,NATURE,7593,531,249+
WOS:000353334500035,CRISPR adaptation biases explain preference for acquisition of foreign DNA,"Levy,Asaf|Goren,Moran G.|Yosef,Ido|Auster,Oren|Manor,Miriam|Amitai,Gil|Edgar,Rotem|Qimron,Udi|Sorek,Rotem",10.1038/nature14302,25874675,1476-4687,0028-0836,,2015,April,NATURE,7548,520,505+
WOS:000396431400004,Building the Class 2 CRISPR-Cas Arsenal,"Lewis,Kevin M.|Ke,Ailong",10.1016/j.molcel.2017.01.024,28157502,1097-4164,1097-2765,,2017,February,MOLECULAR CELL,3,65,377-379
WOS:000261989800020,Germline Competent Embryonic Stem Cells Derived from Rat Blastocysts,"Li,Ping|Tong,Chang|Mehrian-Shai,Ruty|Jia,Li|Wu,Nancy|Yan,Youzhen|Maxson,Robert E.|Schulze,Eric N.|Song,Houyan|Hsieh,Chih-Lin|Pera,Martin F.|Ying,Qi-Long",10.1016/j.cell.2008.12.006,19109898,1097-4172,0092-8674,,2008,December,CELL,7,135,1299-1310
WOS:000293919600049,Modularly assembled designer TAL effector nucleases for targeted gene knockout and gene replacement in eukaryotes,"Li,Ting|Huang,Sheng|Zhao,Xuefeng|Wright,David A.|Carpenter,Susan|Spalding,Martin H.|Weeks,Donald P.|Yang,Bing",10.1093/nar/gkr188,21459844,1362-4962,0305-1048,,2011,August,NUCLEIC ACIDS RESEARCH,14,39,6315-6325
WOS:000303803200013,High-efficiency TALEN-based gene editing produces disease-resistant rice,"Li,Ting|Liu,Bo|Spalding,Martin H.|Weeks,Donald P.|Yang,Bing",10.1038/nbt.2199,22565958,,1087-0156,,2012,May,NATURE BIOTECHNOLOGY,5,30,390-392
WOS:000322911000009,Simultaneous generation and germline transmission of multiple gene mutations in rat using CRISPR-Cas systems,"Li,Wei|Teng,Fei|Li,Tianda|Zhou,Qi",10.1038/nbt.2652,23929337,,1087-0156,,2013,August,NATURE BIOTECHNOLOGY,8,31,684-686
WOS:000322911000011,Multiplex and homologous recombination-mediated genome editing in Arabidopsis and Nicotiana benthamiana using guide RNA and Cas9,"Li,Jian-Feng|Norville,Julie E.|Aach,John|McCormack,Matthew|Zhang,Dandan|Bush,Jenifer|Church,George M.|Sheen,Jen",10.1038/nbt.2654,23929339,,1087-0156,,2013,August,NATURE BIOTECHNOLOGY,8,31,688-691
WOS:000322911000008,Heritable gene targeting in the mouse and rat using a CRISPR-Cas system,"Li,Dali|Qiu,Zhongwei|Shao,Yanjiao|Chen,Yuting|Guan,Yuting|Liu,Meizhen|Li,Yongmei|Gao,Na|Wang,Liren|Lu,Xiaoling|Zhao,Yongxiang|Liu,Mingyao",10.1038/nbt.2661,23929336,1546-1696,1087-0156,,2013,August,NATURE BIOTECHNOLOGY,8,31,681-683
WOS:000346609500026,MAGeCK enables robust identification of essential genes from genome-scale CRISPR/Cas9 knockout screens,"Li,Wei|Xu,Han|Xiao,Tengfei|Cong,Le|Love,Michael I.|Zhang,Feng|Irizarry,Rafael A.|Liu,Jun S.|Brown,Myles|Liu,X. Shirley",10.1186/s13059-014-0554-4,25476604,,1474-760X,,2014,,GENOME BIOLOGY,12,15,
WOS:000362243000042,Inhibition of HIV-1 infection of primary CD4(+) T-cells by gene editing of CCR5 using adenovirus-delivered CRISPR/Cas9,"Li,Chang|Guan,Xinmeng|Du,Tao|Jin,Wei|Wu,Biao|Liu,Yalan|Wang,Ping|Hu,Bodan|Griffin,George E.|Shattock,Robin J.|Hu,Qinxue",10.1099/vir.0.000139,25854553,1465-2099,0022-1317,,2015,August,JOURNAL OF GENERAL VIROLOGY,8,96,2381-2393
WOS:000348036800013,Precise Correction of the Dystrophin Gene in Duchenne Muscular Dystrophy Patient Induced Pluripotent Stem Cells by TALEN and CRISPR-Cas9,"Li,Hongmei|Fujimoto,Naoko|Sasakawa,Noriko|Shirai,Saya|Ohkame,Tokiko|Sakuma,Tetsushi|Tanaka,Michihiro|Amano,Naoki|Watanabe,Akira|Sakurai,Hidetoshi|Yamamoto,Takashi|Yamanaka,Shinya|Hotta,Akitsu",10.1016/j.stemcr.2014.10.013,25434822,,2213-6711,,2015,January,STEM CELL REPORTS,1,4,143-154
WOS:000362854500002,Outbred genome sequencing and CRISPR/Cas9 gene editing in butterflies,"Li,Xueyan|Fan,Dingding|Zhang,Wei|Liu,Guichun|Zhang,Lu|Zhao,Li|Fang,Xiaodong|Chen,Lei|Dong,Yang|Chen,Yuan|Ding,Yun|Zhao,Ruoping|Feng,Mingji|Zhu,Yabing|Feng,Yue|Jiang,Xuanting|Zhu,Deying|Xiang,Hui|Feng,Xikan|Li,Shuaicheng|Wang,Jun|Zhang,Guojie|Kronforst,Marcus R.|Wang,Wen",10.1038/ncomms9212,26354079,,2041-1723,,2015,September,NATURE COMMUNICATIONS,,6,
WOS:000365401000008,Cas9-Guide RNA Directed Genome Editing in Soybean,"Li,Zhongsen|Liu,Zhan-Bin|Xing,Aiqiu|Moon,Bryan P.|Koellhoffer,Jessica P.|Huang,Lingxia|Ward,R. Timothy|Clifton,Elizabeth|Falco,S. Carl|Cigan,A. Mark",10.1104/pp.15.00783,26294043,1532-2548,0032-0889,,2015,October,PLANT PHYSIOLOGY,2,169,960+
WOS:000383862300007,An Effective Molecular Target Site in Hepatitis B Virus S Gene for Cas9 Cleavage and Mutational Inactivation,"Li,Hao|Sheng,Chunyu|Liu,Hongbo|Liu,Guangze|Du,Xinying|Du,Juan|Zhan,Linsheng|Li,Peng|Yang,Chaojie|Qi,Lihua|Wang,Jian|Yang,Xiaoxia|Jia,Leili|Xie,Jing|Wang,Ligui|Hao,Rongzhang|Xu,Dongping|Tong,Yigang|Zhou,Yusen|Zhou,Jianjun|Sun,Yansong|Li,Qiao|Qiu,Shaofu|Song,Hongbin",10.7150/ijbs.16064,27570484,,1449-2288,,2016,,INTERNATIONAL JOURNAL OF BIOLOGICAL SCIENCES,9,12,1104-1113
WOS:000399529600001,Generation of heritable germline mutations in the jewel wasp Nasonia vitripennis using CRISPR/Cas9,"Li,Ming|Au,Lauren|Douglah,Deema|Chong,Abigail|White,Bradley J.|Ferree,Patrick M.|Akbari,Omar S.",10.1038/s41598-017-00990-3,28424460,,2045-2322,,2017,April,SCIENTIFIC REPORTS,,7,
WOS:000444682700005,Efficient SSA-mediated precise genome editing using CRISPR/Cas9,"Li,Xinyi|Bai,Yichun|Cheng,Xinzhen|Kalds,Peter|Sun,Bing|Wu,Yun|Lv,Huijiao|Xu,Kun|Zhang,Zhiying",10.1111/febs.14626,30085411,1742-4658,1742-464X,,2018,September,FEBS JOURNAL,18,285,3362-3375
WOS:000433985400001,Expanded base editing in rice and wheat using a Cas9-adenosine deaminase fusion,"Li,Chao|Zong,Yuan|Wang,Yanpeng|Jin,Shuai|Zhang,Dingbo|Song,Qianna|Zhang,Rui|Gao,Caixia",10.1186/s13059-018-1443-z,29807545,,1474-760X,,2018,May,GENOME BIOLOGY,,19,
WOS:000430787100002,CRISPR-Cas12a-assisted nucleic acid detection,"Li,Shi-Yuan|Cheng,Qiu-Xiang|Wang,Jing-Man|Li,Xiao-Yan|Zhang,Zi-Long|Gao,Song|Cao,Rui-Bing|Zhao,Guo-Ping|Wang,Jin",10.1038/s41421-018-0028-z,29707234,,2056-5968,,2018,April,CELL DISCOVERY,,4,
WOS:000429342400016,Base editing with a Cpf1-cytidine deaminase fusion,"Li,Xiaosa|Wang,Ying|Liu,Yajing|Yang,Bei|Wang,Xiao|Wei,Jia|Lu,Zongyang|Zhang,Yuxi|Wu,Jing|Huang,Xingxu|Yang,Li|Chen,Jia",10.1038/nbt.4102,29553573,1546-1696,1087-0156,,2018,April,NATURE BIOTECHNOLOGY,4,36,324+
WOS:000419974000009,Human NOTCH4 is a key target of RUNX1 in megakaryocytic differentiation,"Li,Yueying|Jin,Chen|Bai,Hao|Gao,Yongxing|Sun,Shu|Chen,Lei|Qin,Lei|Liu,Paul P.|Cheng,Linzhao|Wang,Qian-Fei",10.1182/blood-2017-04-780379,29101237,1528-0020,0006-4971,,2018,January,BLOOD,2,131,191-201
WOS:000265668700003,Hepatitis B: The Virus and Disease,"Liang,T. Jake",10.1002/hep.22881,19399811,1527-3350,0270-9139,,2009,May,HEPATOLOGY,5,49,S13-S21
WOS:000288366500004,Engineering the ABA Plant Stress Pathway for Regulation of Induced Proximity,"Liang,Fu-Sen|Ho,Wen|Crabtree,Gerald R.",10.1126/scisignal.2001449,21406691,1937-9145,1945-0877,,2011,March,SCIENCE SIGNALING,164,4,
WOS:000331799100003,Targeted Mutagenesis in Zea mays Using TALENs and the CRISPR/Cas System,"Liang,Zhen|Zhang,Kang|Chen,Kunling|Gao,Caixia",10.1016/j.jgg.2013.12.001,24576457,1873-5533,1673-8527,,2014,February,JOURNAL OF GENETICS AND GENOMICS,2,41,63-68
WOS:000356876500006,Rapid and highly efficient mammalian cell engineering via Cas9 protein transfection,"Liang,Xiquan|Potter,Jason|Kumar,Shantanu|Zou,Yanfei|Quintanilla,Rene|Sridharan,Mahalakshmi|Carte,Jason|Chen,Wen|Roark,Natasha|Ranganathan,Sridhar|Ravinder,Namritha|Chesnut,Jonathan D.",10.1016/j.jbiotec.2015.04.024,26003884,1873-4863,0168-1656,,2015,August,JOURNAL OF BIOTECHNOLOGY,,208,44-53
WOS:000354054700006,CRISPR/Cas9-mediated Gene Editing in Human Tripronuclear Zygotes,"Liang,Puping|Xu,Yanwen|Zhang,Xiya|Ding,Chenhui|Huang,Rui|Zhang,Zhen|Lv,Jie|Xie,Xiaowei|Chen,Yuxi|Li,Yujing|Sun,Ying|Bai,Yaofu|Songyang,Zhou|Ma,Wenbin|Zhou,Canquan|Huang,Junjiu",10.1007/s13238-015-0153-5,25894090,1674-8018,1674-800X,,2015,May,Protein \& Cell,5,6,363-372
WOS:000414549900006,Correction of beta-thalassemia mutant by base editor in human embryos,"Liang,Puping|Ding,Chenhui|Sun,Hongwei|Xie,Xiaowei|Xu,Yanwen|Zhang,Xiya|Sun,Ying|Xiong,Yuanyan|Ma,Wenbin|Liu,Yongxiang|Wang,Yali|Fang,Jianpei|Liu,Dan|Songyang,Zhou|Zhou,Canquan|Huang,Junjiu",10.1007/s13238-017-0475-6,28942539,1674-8018,1674-800X,,2017,November,PROTEIN \& CELL,11,8,811-822
WOS:000406418800001,Developmental history and application of CRISPR in human disease,"Liang,Puping|Zhang,Xiya|Chen,Yuxi|Huang,Junjiu",10.1002/jgm.2963,28623876,1521-2254,1099-498X,,2017,JUN-JUL,JOURNAL OF GENE MEDICINE,6-7,19,
WOS:000392157700001,Efficient DNA-free genome editing of bread wheat using CRISPR/Cas9 ribonucleoprotein complexes,"Liang,Zhen|Chen,Kunling|Li,Tingdong|Zhang,Yi|Wang,Yanpeng|Zhao,Qian|Liu,Jinxing|Zhang,Huawei|Liu,Cuimin|Ran,Yidong|Gao,Caixia",10.1038/ncomms14261,28098143,,2041-1723,,2017,January,NATURE COMMUNICATIONS,,8,
WOS:000353635800009,"Targeted disruption of DNMT1, DNMT3A and DNMT3B in human embryonic stem cells","Liao,Jing|Karnik,Rahul|Gu,Hongcang|Ziller,Michael J.|Clement,Kendell|Tsankov,Alexander M.|Akopian,Veronika|Gifford,Casey A.|Donaghey,Julie|Galonska,Christina|Pop,Ramona|Reyon,Deepak|Tsai,Shengdar Q.|Mallard,William|Joung,J. Keith|Rinn,John L.|Gnirke,Andreas|Meissner,Alexander",10.1038/ng.3258,25822089,1546-1718,1061-4036,,2015,May,NATURE GENETICS,5,47,469-U64
WOS:000352633600002,Use of the CRISPR/Cas9 system as an intracellular defense against HIV-1 infection in human cells,"Liao,Hsin-Kai|Gu,Ying|Diaz,Arturo|Marlett,John|Takahashi,Yuta|Li,Mo|Suzuki,Keiichiro|Xu,Ruo|Hishida,Tomoaki|Chang,Chan-Jung|Esteban,Concepcion|Young,John|Belmonte,Juan",10.1038/ncomms7413,25752527,,2041-1723,,2015,March,NATURE COMMUNICATIONS,,6,
WOS:000418044000008,In Vivo Target Gene Activation via CRISPR/Cas9-Mediated Trans-epigenetic Modulation,"Liao,Hsin-Kai|Hatanaka,Fumiyuki|Araoka,Toshikazu|Reddy,Pradeep|Wu,Min-Zu|Sui,Yinghui|Yamauchi,Takayoshi|Sakurai,Masahiro|O'Keefe,David D.|Nunez-Delicado,Estrella|Guillen,Pedro|Campistol,Josep M.|Wu,Cheng-Jang|Lu,Li-Fan|Esteban,Concepcion|Belmonte,Juan",10.1016/j.cell.2017.10.025,29224783,1097-4172,0092-8674,,2017,December,CELL,7,171,1495+
WOS:000264379800020,CRISPR families of the crenarchaeal genus Sulfolobus: bidirectional transcription and dynamic properties,"Lillestol,Reidun K.|Shah,Shiraz A.|Brugger,Kim|Redder,Peter|Phan,Hien|Christiansen,Jan|Garrett,Roger A.",10.1111/j.1365-2958.2009.06641.x,19239620,1365-2958,0950-382X,,2009,April,MOLECULAR MICROBIOLOGY,1,72,259-272
WOS:A1985ADL3900022,RECOMBINATION IN MOUSE L-CELLS BETWEEN DNA INTRODUCED INTO CELLS AND HOMOLOGOUS CHROMOSOMAL SEQUENCES,"LIN,FL|SPERLE,K|STERNBERG,N",10.1073/pnas.82.5.1391,3856266,,0027-8424,,1985,,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,5,82,1391-1395
WOS:000338769400063,CRISPR/Cas9 systems have off-target activity with insertions or deletions between target DNA and guide RNA sequences,"Lin,Yanni|Cradick,Thomas J.|Brown,Matthew T.|Deshmukh,Harshavardhan|Ranjan,Piyush|Sarode,Neha|Wile,Brian M.|Vertino,Paula M.|Stewart,Frank J.|Bao,Gang",10.1093/nar/gku402,24838573,1362-4962,0305-1048,,2014,,NUCLEIC ACIDS RESEARCH,11,42,7473-7485
WOS:000346448900004,Enhanced homology-directed human genome engineering by controlled timing of CRISPR/Cas9 delivery,"Lin,Steven|Staahl,Brett|Alla,Ravi K.|Doudna,Jennifer A.",10.7554/eLife.04766,25497837,,2050-084X,,2014,December,ELIFE,,3,
WOS:000349837900005,The CRISPR/Cas9 System Facilitates Clearance of the Intrahepatic HBV Templates In Vivo,"Lin,Su-Ru|Yang,Hung-Chih|Kuo,Yi-Ting|Liu,Chun-Jen|Yang,Ta-Yu|Sung,Ku-Chun|Lin,You-Yu|Wang,Hurng-Yi|Wang,Chih-Chiang|Shen,Yueh-Chi|Wu,Fang-Yi|Kao,Jia-Horng|Chen,Ding-Shinn|Chen,Pei-Jer",10.1038/mtna.2014.38,25137139,,2162-2531,,2014,August,MOLECULAR THERAPY-NUCLEIC ACIDS,,3,
WOS:000250683300039,Live cell imaging of repetitive DNA sequences via GFP-tagged polydactyl zinc finger proteins,"Lindhout,Beatrice I.|Fransz,Paul|Tessadori,Federico|Meckel,Tobias|Hooykaas,Paul J. J.|Zaal,Bert J.",10.1093/nar/gkm618,17704126,1362-4962,0305-1048,,2007,August,NUCLEIC ACIDS RESEARCH,16,35,
WOS:000270933900004,Engineering ligand-responsive gene-control elements: lessons learned from natural riboswitches,"Link,K. H.|Breaker,R. R.",10.1038/gt.2009.81,19587710,1476-5462,0969-7128,,2009,October,GENE THERAPY,10,16,1189-1201
WOS:000337087900013,CRISPR/Cas technology: a revolutionary approach for genome engineering,"LinLin,Zhang|Qi,Zhou",10.1007/s11427-014-4670-x,24849511,1869-1889,1674-7305,,2014,June,SCIENCE CHINA-LIFE SCIENCES,6,57,639-640
WOS:000291464700061,Structural and Functional Characterization of an Archaeal Clustered Regularly Interspaced Short Palindromic Repeat (CRISPR)-associated Complex for Antiviral Defense (CASCADE),"Lintner,Nathanael G.|Kerou,Melina|Brumfield,Susan K.|Graham,Shirley|Liu,Huanting|Naismith,James H.|Sdano,Matthew|Peng,Nan|She,Qunxin|Copie,Valerie|Young,Mark J.|White,Malcolm F.|Lawrence,C. Martin",10.1074/jbc.M111.238485,21507944,1083-351X,0021-9258,,2011,June,JOURNAL OF BIOLOGICAL CHEMISTRY,24,286,21643-21656
WOS:000286962300005,The Structure of the CRISPR-Associated Protein Csa3 Provides Insight into the Regulation of the CRISPR/Cas System,"Lintner,Nathanael G.|Frankel,Kenneth A.|Tsutakawa,Susan E.|Alsbury,Donald L.|Copie,Valerie|Young,Mark J.|Tainer,John A.|Lawrence,C. Martin",10.1016/j.jmb.2010.11.019,21093452,1089-8638,0022-2836,,2011,January,JOURNAL OF MOLECULAR BIOLOGY,4,405,939-955
WOS:000423302300006,Prediction of off-target activities for the end-to-end design of CRISPR guide RNAs,"Listgarten,Jennifer|Weinstein,Michael|Kleinstiver,Benjamin P.|Sousa,Alexander A.|Joung,J. Keith|Crawford,Jake|Gao,Kevin|Hoang,Luong|Elibol,Melih|Doench,John G.|Fusi,Nicolo",10.1038/s41551-017-0178-6,29998038,,2157-846X,,2018,January,NATURE BIOMEDICAL ENGINEERING,1,2,38-47
WOS:000291985700030,Subtyping Salmonella enterica Serovar Enteritidis Isolates from Different Sources by Using Sequence Typing Based on Virulence Genes and Clustered Regularly Interspaced Short Palindromic Repeats (CRISPRs),"Liu,Fenyun|Kariyawasam,Subhashinie|Jayarao,Bhushan M.|Barrangou,Rodolphe|Gerner-Smidt,Peter|Ribot,Efrain M.|Knabel,Stephen J.|Dudley,Edward G.",10.1128/AEM.00468-11,21571881,,0099-2240,,2011,July,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,13,77,4520-4526
WOS:000288203500003,Novel Virulence Gene and Clustered Regularly Interspaced Short Palindromic Repeat (CRISPR) Multilocus Sequence Typing Scheme for Subtyping of the Major Serovars of Salmonella enterica subsp enterica,"Liu,Fenyun|Barrangou,Rodolphe|Gerner-Smidt,Peter|Ribot,Efrain M.|Knabel,Stephen J.|Dudley,Edward G.",10.1128/AEM.02625-10,21278266,1098-5336,0099-2240,,2011,March,APPLIED AND ENVIRONMENTAL MICROBIOLOGY,6,77,1946-1956
WOS:000362243000029,Inhibition of hepatitis B virus by the CRISPR/Cas9 system via targeting the conserved regions of the viral genome,"Liu,Xing|Hao,Ruidong|Chen,Shuliang|Guo,Deyin|Chen,Yu",10.1099/vir.0.000159,25904148,1465-2099,0022-1317,,2015,August,JOURNAL OF GENERAL VIROLOGY,8,96,2252-2261
WOS:000386341500027,Editing DNA Methylation in the Mammalian Genome,"Liu,X. Shawn|Wu,Hao|Ji,Xiong|Stelzer,Yonatan|Wu,Xuebing|Czauderna,Szymon|Shu,Jian|Dadon,Daniel|Young,Richard A.|Jaenisch,Rudolf",10.1016/j.cell.2016.08.056,27662091,1097-4172,0092-8674,,2016,September,CELL,1,167,233+
WOS:000386798800021,A chemical-inducible CRISPR-Cas9 system for rapid control of genome editing,"Liu,Kaiwen|Ramli,Muhammad|Woo,Cheok|Wang,Yuanming|Zhao,Tianyun|Zhang,Xiujun|Yim,Guo|Chong,Bao|Gowher,Ali|Chua,Mervyn|Jung,Jonathan|Lee,Jia|Tan,Meng",10.1038/nchembio.2179,27618190,1552-4469,1552-4450,,2016,November,NATURE CHEMICAL BIOLOGY,11,12,980+
WOS:000410380900001,Genome editing of the HIV co-receptors CCR5 and CXCR4 by CRISPR-Cas9 protects CD4(+) T cells from HIV-1 infection,"Liu,Zhepeng|Chen,Shuliang|Jin,Xu|Wang,Qiankun|Yang,Kongxiang|Li,Chenlin|Xiao,Qiaoqiao|Hou,Panpan|Liu,Shuai|Wu,Shaoshuai|Hou,Wei|Xiong,Yong|Kong,Chunyan|Zhao,Xixian|Wu,Li|Li,Chunmei|Sun,Guihong|Guo,Deyin",10.1186/s13578-017-0174-2,28904745,,2045-3701,,2017,September,CELL AND BIOSCIENCE,,7,
WOS:000396431300011,C2c1-sgRNA Complex Structure Reveals RNA-Guided DNA Cleavage Mechanism,"Liu,Liang|Chen,Peng|Wang,Min|Li,Xueyan|Wang,Jiuyu|Yin,Maolu|Wang,Yanli",10.1016/j.molcel.2016.11.040,27989439,1097-4164,1097-2765,,2017,January,MOLECULAR CELL,2,65,310-322
WOS:000396246700016,Two Distant Catalytic Sites Are Responsible for C2c2 RNase Activities,"Liu,Liang|Li,Xueyan|Wang,Jiuyu|Wang,Min|Chen,Peng|Yin,Maolu|Li,Jiazhi|Sheng,Gang|Wang,Yanli",10.1016/j.cell.2016.12.031,28086085,1097-4172,0092-8674,,2017,January,CELL,1-2,168,121+
WOS:000407445700012,The Molecular Architecture for RNA-Guided RNA Cleavage by Cas13a,"Liu,Liang|Li,Xueyan|Ma,Jun|Li,Zongqiang|You,Lilan|Wang,Jiuyu|Wang,Min|Zhang,Xinzheng|Wang,Yanli",10.1016/j.cell.2017.06.050,28757251,1097-4172,0092-8674,,2017,August,CELL,4,170,714+
WOS:000391739900002,CRISPRi-based genome-scale identification of functional long noncoding RNA loci in human cells,"Liu,S. John|Horlbeck,Max A.|Cho,Seung|Birk,Harjus S.|Malatesta,Martina|He,Daniel|Attenello,Frank J.|Villalta,Jacqueline E.|Cho,Min Y.|Chen,Yuwen|Mandegar,Mohammad A.|Olvera,Michael P.|Gilbert,Luke A.|Conklin,Bruce R.|Chang,Howard Y.|Weissman,Jonathan S.|Lim,Daniel A.",10.1126/science.aah7111,27980086,1095-9203,0036-8075,,2017,January,SCIENCE,6320,355,
WOS:000392277900016,CRISPR-Cas9-mediated multiplex gene editing in CAR-T cells,"Liu,Xiaojuan|Zhang,Yongping|Cheng,Chen|Cheng,Albert W.|Zhang,Xingying|Li,Na|Xia,Changqing|Wei,Xiaofei|Liu,Xiang|Wang,Haoyi",10.1038/cr.2016.142,27910851,1748-7838,1001-0602,,2017,January,CELL RESEARCH,1,27,154-157
WOS:000449178100019,CRISPR Activation Screens Systematically Identify Factors that Drive Neuronal Fate and Reprogramming,"Liu,Yanxia|Yu,Chen|Daley,Timothy|Wang,Fangyuan|Cao,William S.|Bhate,Salil|Lin,Xueqiu|Still,II|Liu,Honglei|Zhao,Dehua|Wang,Haifeng|Xie,Xinmin S.|Ding,Sheng|Wong,Wing|Wernig,Marius|Qi,Lei S.",10.1016/j.stem.2018.09.003,30318302,1875-9777,1934-5909,,2018,November,CELL STEM CELL,5,23,758+
WOS:000435341000002,Efficient generation of mouse models of human diseases via ABE- and BE-mediated base editing,"Liu,Zhen|Lu,Zongyang|Yang,Guang|Huang,Shisheng|Li,Guanglei|Feng,Songjie|Liu,Yajing|Li,Jianan|Yu,Wenxia|Zhang,Yu|Chen,Jia|Sun,Qiang|Huang,Xingxu",10.1038/s41467-018-04768-7,29904106,,2041-1723,,2018,June,NATURE COMMUNICATIONS,,9,
